scheme,bits,lam,op,warmup,rep,elapsed_ns,icert_len_bytes,pk_len_bytes,sk_len_bytes
gq,3072,128,iCertGen,0,81,6797000,395,384,384
gq,3072,128,SKGen,0,81,3867400,395,384,384
gq,3072,128,PKRecon,0,81,4077500,395,384,384
gq,3072,128,Setup,0,82,1167200,0,384,384
gq,3072,128,iCertGen,0,82,6217800,395,384,384
gq,3072,128,SKGen,0,82,4166800,395,384,384
gq,3072,128,PKRecon,0,82,4408300,395,384,384
gq,3072,128,Setup,0,83,1223800,0,384,384
gq,3072,128,iCertGen,0,83,7140600,395,384,384
gq,3072,128,SKGen,0,83,4940400,395,384,384
gq,3072,128,PKRecon,0,83,4096700,395,384,384
gq,3072,128,Setup,0,84,1227800,0,384,384
gq,3072,128,iCertGen,0,84,6771500,395,384,384
gq,3072,128,SKGen,0,84,4202500,395,384,384
gq,3072,128,PKRecon,0,84,3845700,395,384,384
gq,3072,128,Setup,0,85,1231000,0,384,384
gq,3072,128,iCertGen,0,85,6239400,395,384,384
gq,3072,128,SKGen,0,85,3658900,395,384,384
gq,3072,128,PKRecon,0,85,4197000,395,384,384
gq,3072,128,Setup,0,86,1094200,0,384,384
gq,3072,128,iCertGen,0,86,6037600,395,384,384
gq,3072,128,SKGen,0,86,4018400,395,384,384
gq,3072,128,PKRecon,0,86,4219100,395,384,384
gq,3072,128,Setup,0,87,1228600,0,384,384
gq,3072,128,iCertGen,0,87,6409200,395,384,384
gq,3072,128,SKGen,0,87,4215300,395,384,384
gq,3072,128,PKRecon,0,87,4402600,395,384,384
gq,3072,128,Setup,0,88,1049800,0,384,384
gq,3072,128,iCertGen,0,88,6452800,395,384,384
gq,3072,128,SKGen,0,88,3774200,395,384,384
gq,3072,128,PKRecon,0,88,4043800,395,384,384
gq,3072,128,Setup,0,89,1297700,0,384,384
gq,3072,128,iCertGen,0,89,7338100,395,384,384
gq,3072,128,SKGen,0,89,4232200,395,384,384
gq,3072,128,PKRecon,0,89,4727900,395,384,384
gq,3072,128,Setup,0,90,1155300,0,384,384
gq,3072,128,iCertGen,0,90,5934900,395,384,384
gq,3072,128,SKGen,0,90,4561000,395,384,384
gq,3072,128,PKRecon,0,90,4132600,395,384,384
gq,3072,128,Setup,0,91,1051000,0,384,384
gq,3072,128,iCertGen,0,91,6808700,395,384,384
gq,3072,128,SKGen,0,91,4148500,395,384,384
gq,3072,128,PKRecon,0,91,3781800,395,384,384
gq,3072,128,Setup,0,92,1184100,0,384,384
gq,3072,128,iCertGen,0,92,6524800,395,384,384
gq,3072,128,SKGen,0,92,3774200,395,384,384
gq,3072,128,PKRecon,0,92,3785800,395,384,384
gq,3072,128,Setup,0,93,1065500,0,384,384
gq,3072,128,iCertGen,0,93,6024700,395,384,384
gq,3072,128,SKGen,0,93,3892100,395,384,384
gq,3072,128,PKRecon,0,93,3992100,395,384,384
gq,3072,128,Setup,0,94,1305400,0,384,384
gq,3072,128,iCertGen,0,94,7439500,395,384,384
gq,3072,128,SKGen,0,94,4812200,395,384,384
gq,3072,128,PKRecon,0,94,4335700,395,384,384
gq,3072,128,Setup,0,95,1072100,0,384,384
gq,3072,128,iCertGen,0,95,5881000,395,384,384
gq,3072,128,SKGen,0,95,3606000,395,384,384
gq,3072,128,PKRecon,0,95,3602000,395,384,384
gq,3072,128,Setup,0,96,1059800,0,384,384
gq,3072,128,iCertGen,0,96,5835600,395,384,384
gq,3072,128,SKGen,0,96,3710100,395,384,384
gq,3072,128,PKRecon,0,96,3719300,395,384,384
gq,3072,128,Setup,0,97,1057500,0,384,384
gq,3072,128,iCertGen,0,97,6096900,395,384,384
gq,3072,128,SKGen,0,97,3995300,395,384,384
gq,3072,128,PKRecon,0,97,4022300,395,384,384
gq,3072,128,Setup,0,98,1047500,0,384,384
gq,3072,128,iCertGen,0,98,5910500,395,384,384
gq,3072,128,SKGen,0,98,3796900,395,384,384
gq,3072,128,PKRecon,0,98,3798100,395,384,384
gq,3072,128,Setup,0,99,1034400,0,384,384
gq,3072,128,iCertGen,0,99,5871500,395,384,384
gq,3072,128,SKGen,0,99,3727200,395,384,384
gq,3072,128,PKRecon,0,99,3737900,395,384,384
gq,3072,128,Setup,0,100,1041700,0,384,384
gq,3072,128,iCertGen,0,100,5842700,395,384,384
gq,3072,128,SKGen,0,100,3752100,395,384,384
gq,3072,128,PKRecon,0,100,3749300,395,384,384
gq,3072,128,Setup,0,101,1063700,0,384,384
gq,3072,128,iCertGen,0,101,5984200,395,384,384
gq,3072,128,SKGen,0,101,3883100,395,384,384
gq,3072,128,PKRecon,0,101,3870600,395,384,384
gq,3072,128,Setup,0,102,1056700,0,384,384
gq,3072,128,iCertGen,0,102,5808500,395,384,384
gq,3072,128,SKGen,0,102,3696500,395,384,384
gq,3072,128,PKRecon,0,102,3717100,395,384,384
gq,3072,128,Setup,0,103,1019400,0,384,384
gq,3072,128,iCertGen,0,103,5716700,395,384,384
gq,3072,128,SKGen,0,103,3599700,395,384,384
gq,3072,128,PKRecon,0,103,3623800,395,384,384
gq,3072,128,Setup,0,104,1059800,0,384,384
gq,3072,128,iCertGen,0,104,5900200,395,384,384
gq,3072,128,SKGen,0,104,3789500,395,384,384
